lens_name,light_model,r_eff,r_eff_e1,r_eff_e2,qL,qL_e1,qL_e2,phi_L,phi_L_e1,phi_L_e2,r_sersic_1,n_sersic_1,e1_sersic1,e2_sersic1,amp_sersic_1,r_sersic_2,n_sersic_2,e1_sersic2,e2_sersic2,amp_sersic_2
SL2SJ0208-0714,double_sersic,2.092,0.031,0.031,0.8027157947755617,0.00320744957680541,0.0026657233843720984,20.631341640600077,0.32560644527754334,0.3775081898551811,0.6461581197626937,4.0,0.08203336106672204,0.07212301396958859,69.16663267396375,4.313815391361151,1.0,0.08203336106672204,0.07212301396958859,2.9383411039829013
SL2SJ0214-0405,single_sersic,1.184,0.04,0.039,0.86923003802265,0.01695466194562656,0.0258630815114832,13.437722928189043,4.309236213538853,6.023727970811525,1.1772367719879142,4.0,0.05891046843430345,0.028044114204181455,3.669073704517337,,,,,
SL2SJ0217-0513,single_sersic,0.681,0.018,0.012,0.9056667000531302,0.019113472124389297,0.019409461176649878,24.523636099222056,5.757047110553117,6.734464252269245,0.6768067993136564,4.0,0.030840919851543858,0.03617068188050536,10.141981030328513,,,,,
SL2SJ0219-0829,double_sersic,0.881,0.006,0.006,0.7394912222818073,0.002909117026573149,0.0038047187476627498,13.365800329931174,0.4831613707302562,0.4085349182849143,0.24706218712636616,4.0,0.13407393849504984,0.06772992853888057,155.67213470944154,1.7891677873732503,1.0,0.13407393849504984,0.06772992853888057,6.073849853686906
SL2SJ0225-0454,single_sersic,2.55,0.011,0.014,0.675247347779008,0.0021193339646237153,0.0019192181249432227,64.52277554412782,0.24861553741764908,0.13624705802266135,2.5511824529424336,4.0,-0.12231249241049967,0.1503894129992096,0.9738118799998435,,,,,
SL2SJ0226-0406,single_sersic,0.884,0.036,0.034,0.3841892645036531,0.011251121712513967,0.013801084563376365,-42.78014902617802,0.9671544475549467,0.8916155768090519,0.8791637165188793,4.0,0.03057458542996035,-0.4407169015456178,0.22861615599766968,,,,,
SL2SJ0226-0420,single_sersic,0.89,0.014,0.013,0.8809811395783653,0.010284993640403695,0.007200543254160641,29.87314214020394,2.3280310677357576,3.0325013312009617,0.8887315743050282,4.0,0.030071986629304034,0.05462823532717938,0.8321102694996734,,,,,
SL2SJ0232-0408,single_sersic,1.128,0.012,0.012,0.7242484968639937,0.0056100782854759945,0.008660756174652118,-28.715987384838797,0.9141185758948609,0.7611668971494225,1.1293814072745456,4.0,0.08455877957804543,-0.13432620844411722,0.7054779642453619,,,,,
SL2SJ0849-0251,single_sersic,1.539,0.01,0.011,0.7593440560203768,0.003490425553597243,0.003241414491754191,-25.0594006760614,0.40917397885217355,0.5374778189878207,1.5395335239180488,4.0,0.08775323365035065,-0.10442693612100004,0.9480221386384188,,,,,
SL2SJ0849-0412,single_sersic,0.602,0.008,0.008,0.4917698568536051,0.002893962028206243,0.0047222280422510865,49.7432823117129,0.24209029030830465,0.27644992984674843,0.6014812095467948,4.0,-0.056455438716111736,0.33487170120204474,18.29971386797636,,,,,
SL2SJ0858-0143,single_sersic,1.257,0.069,0.083,0.9503918663382824,0.027753119652874636,0.021608368910114195,-15.43082663148181,31.893838990401587,37.24585951383883,1.2462353257742842,4.0,0.014098803603111427,-0.0063500331011944345,0.11001401255171063,,,,,
SL2SJ0901-0259,single_sersic,0.704,0.055,0.049,0.7731697724218711,0.053178998349156514,0.036534406363028626,-66.07293432474873,5.762864209237733,7.606191077362908,0.6975768953264392,4.0,-0.07583048199474095,-0.08941324799717729,0.1548409966893931,,,,,
SL2SJ0904-0059,single_sersic,2.255,0.097,0.08,0.7630458834781566,0.025385549540679397,0.019386918768805605,15.48652750044396,2.857515569884436,3.3664484823194076,2.248488158110716,4.0,0.11494154927586718,0.07115795592834319,0.06152720489021788,,,,,
SL2SJ0959+0206,single_sersic,0.465,0.014,0.013,0.8142819976014821,0.017126999356770534,0.022291910250293645,57.847678173396375,4.288702868988786,3.7280664574237576,0.463876173815854,4.0,-0.041028558472773695,0.09145995232219115,0.7049945845208513,,,,,
SL2SJ1358+5459,single_sersic,1.024,0.021,0.034,0.8377424836414665,0.013948620301988068,0.012093108982595857,-24.01509410349024,3.1328404785747637,2.7282324265106297,1.0271525865005589,4.0,0.05998218001740435,-0.06592734688984613,0.3615298541982966,,,,,
SL2SJ1359+5535,single_sersic,2.567,0.124,0.185,0.7538340974983259,0.047026748132493634,0.04643220695056682,56.09559558114731,5.286126185014233,6.342363437367908,2.5632112651421464,4.0,-0.053671347945766563,0.12637736186410065,0.02402588542775698,,,,,
SL2SJ1401+5544,single_sersic,1.637,0.008,0.01,0.7977265619847536,0.0037352836359823005,0.004091489047611363,65.22566132965221,0.5271958076841088,0.4665496508707747,1.6387959029283512,4.0,-0.07316667535966452,0.0856956130883916,13.208840027166163,,,,,
