Lens_name,R_Ein,R_Ein_e1,R_Ein_e2,γ,γ_e1,γ_e2,PA ext,PA ext_e1,PA ext_e2,γ ext,γ ext_e1,γ ext_e2,PA m,PA m_e1,PA m_e2,qm,qm_e1,qm_e2,PA L,PA L_e1,PA L_e2,qL,qL_e1,qL_e2
SL2SJ0208-0714,2.583366898085673,0.004776690953113949,0.04158951908398434,1.9831342462398025,0.03434128755187493,0.03333252492915939,-56.117612939752036,0.5863800632889706,25.70228480643715,0.06812650631514897,0.010686235608031856,0.002708370757930345,11.034747502106967,6.085665258564105,13.942764726237598,0.9904927363349115,0.1621833269516989,0.0061518915699873,18.9855933708251,0.5587683247383808,0.6494520837972217,0.8245072838282477,0.003597389256519312,0.008134108000941831
SL2SJ0214-0405,1.2207574694114196,0.006039393476487076,0.006030662273723619,1.8610199640056186,0.0425272041971243,0.043639564813175324,-76.96038117774759,39.8265559041205,32.92163688550323,0.0030933760469526,0.0021543933091292275,0.003767833188588275,32.04802608715714,1.2326368024679155,1.2300876929869062,0.7047793311952191,0.021061068701628383,0.023172783807451802,25.95083561856977,4.840519530970596,5.310673874843232,0.9409316985980418,0.011409483857836134,0.011173413385055397
SL2SJ0217-0513,1.2576558989110849,0.0026942813479597927,0.0025623073776679384,2.3410033369940217,0.05743114828319218,0.05956709330448051,88.61270581857153,0.5358197692832505,0.5590240857281401,0.16301240307404558,0.00868215068664191,0.008813276631370992,-25.079091648127275,2.2960296642843296,2.4423760830009265,0.8523842971317641,0.01778876316342437,0.014312718418472148,-22.699401227905526,6.105686977680946,5.872842870775372,0.9516539048566586,0.00948024487685073,0.009927173561739666
SL2SJ0219-0829,1.2845947036171346,0.006146134550313986,0.00846435857648209,2.624565144902733,0.17892303283596123,0.07069551518331352,67.46390479869527,16.573521344639495,8.361260838885556,0.022553230758317923,0.011299986311673737,0.009559115758632525,0.26968360967090443,1.19734528975021,2.0932091809806406,0.7221716819087936,0.03437898544675322,0.03428032164582473,13.992170856664199,0.7532238789440804,0.781609533955784,0.6886388319036234,0.008506828131633948,0.006245265759900143
SL2SJ0225-0454,1.71593290885694,0.01691103831154539,0.021799513502498202,1.960098570969139,0.028219997429537846,0.029807259604722525,-13.391469320932035,5.320927043991585,14.447475826671836,0.03672142408404272,0.012230445006133753,0.012167728266153408,59.313171812788525,2.2205865442510344,1.8668754888791597,0.6711906361575593,0.02938516952789405,0.025113899184314614,64.71663143151383,0.2595757884225094,0.2886191693759059,0.689686368240315,0.0027190336039886187,0.002763613157983902
SL2SJ0226-0420,1.098957482630059,0.013752076882689312,0.013574098419635305,2.1412751386963413,0.09612543271267882,0.10120391088799385,7.715179555395391,53.613610785664534,36.811854682532754,0.013042252218268012,0.008860310360878724,0.015587338013333101,21.649201793378907,5.846563869538052,7.024678062378637,0.8213588802787332,0.1119012626974798,0.05587912586242416,28.72393857239853,3.43821954571348,4.334129978952838,0.8321671818341354,0.024077732697697418,0.01723630664218012
SL2SJ0226-0406,1.289256790051473,0.01678502684695804,0.014609620927094724,2.018415513428858,0.17385764377884594,0.2241993167796883,-21.059131658258508,36.06995983135317,60.86657604463657,0.008750999755342038,0.006492364242735577,0.01515144491464893,-30.278476522160105,4.10870895690789,2.286284097551917,0.7599467694626443,0.08493913016622179,0.06989879780537733,-41.64946915946646,1.0434040515235665,1.1163079275666803,0.34312184413350155,0.009542601457142919,0.014274686615545207
SL2SJ0232-0408,1.0116420186170254,0.006324809249317109,0.006808552394414136,2.486679962941417,0.1639065320328874,0.14861371350041663,-10.661431077012061,21.579057127345187,22.954017219292965,0.01765699275265871,0.013373061919690052,0.020470899902760943,-28.624909847641504,6.568978922572455,8.049838171100163,0.7739624664751297,0.07867605681981993,0.06941851884390549,-26.805523295839123,1.9355514412084744,1.3690981809722587,0.6941719418173269,0.013320745676489887,0.013997682265610267
SL2SJ0849-0412,1.0735311452603344,0.012300129603163956,0.01188701558568872,2.2585474053245242,0.03183035199040685,0.029864887221568992,-28.94437568968666,11.983473849764863,10.610737111569485,0.03172422944285566,0.015407460849028103,0.013872817455665362,39.92055527346901,3.129903566342108,3.100677743871607,0.6114730834530974,0.025753380110506208,0.026125878425293125,49.55282528741033,0.33343188238237076,0.34735781205938565,0.46535260350527946,0.004984491225004051,0.006269103166556211
SL2SJ0849-0251,1.191991112607405,0.008528984765219683,0.006844807378168838,2.236238159045547,0.30776206620610047,0.2659387445856489,20.875981952296435,36.86579007843414,37.8421102334825,0.008067147293306633,0.006109677514563145,0.010395444584233006,-20.701071575084065,4.47906094541618,6.273167528457694,0.8375333298319497,0.06659786067139295,0.05485108053374732,-25.6579521158489,1.077194829460197,1.0690965377462334,0.7601399069037079,0.008262824910320044,0.007722370732682893
SL2SJ0858-0143,0.9533058442596394,0.024825991393920166,0.023563276932480504,2.094582310380062,0.2812912549241733,0.4539549518627606,13.0276799025517,54.680854410256345,40.899019252219176,0.013393594338325786,0.009169525612221617,0.01335860662272164,-60.82327308856118,14.439351359990738,10.747687610357232,0.8391355284408709,0.08424601148173594,0.07154890641484368,-64.5559366085777,13.157283081125541,14.692646806816043,0.8027212732268829,0.08236910287478949,0.08891877950268645
